,return_data.name,evaluate.name,main.name,get_model.group,random_seed.seed,train_BetaVAE.beta,train_BetaVAE.C_max,train_BetaVAE.max_iter,train_BetaVAE.C_stop_iter,train_factorVAE2Stage.gamma,train_DIPVAE.lambda_od,train_BetaTCVAE.beta,Visualizer.name,get_model.nc,train_BetaTCVAE2Stage.beta
94,dsprites_full,,AnnealVAE,True,4,,10.0,40000.0,30000.0,,,,dsprites_full,1.0,
95,dsprites_full,,AnnealVAE,True,5,,10.0,40000.0,30000.0,,,,dsprites_full,1.0,
96,dsprites_full,,AnnealVAE,True,6,,10.0,40000.0,30000.0,,,,dsprites_full,1.0,
97,dsprites_full,,AnnealVAE,True,7,,10.0,40000.0,30000.0,,,,dsprites_full,1.0,
98,dsprites_full,,AnnealVAE,True,8,,10.0,40000.0,30000.0,,,,dsprites_full,1.0,
99,dsprites_full,,AnnealVAE,True,9,,10.0,40000.0,30000.0,,,,dsprites_full,1.0,
100,dsprites_full,,AnnealVAE,False,0,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
101,dsprites_full,,AnnealVAE,False,1,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
102,dsprites_full,,AnnealVAE,False,2,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
103,dsprites_full,,AnnealVAE,False,3,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
104,dsprites_full,,AnnealVAE,False,4,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
105,dsprites_full,,AnnealVAE,False,5,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
106,dsprites_full,,AnnealVAE,False,6,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
107,dsprites_full,,AnnealVAE,False,7,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
108,dsprites_full,,AnnealVAE,False,8,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
109,dsprites_full,,AnnealVAE,False,9,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
110,dsprites_full,,AnnealVAE,True,0,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
111,dsprites_full,,AnnealVAE,True,1,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
112,dsprites_full,,AnnealVAE,True,2,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
113,dsprites_full,,AnnealVAE,True,3,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
114,dsprites_full,,AnnealVAE,True,4,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
115,dsprites_full,,AnnealVAE,True,5,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
116,dsprites_full,,AnnealVAE,True,6,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
117,dsprites_full,,AnnealVAE,True,7,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
118,dsprites_full,,AnnealVAE,True,8,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
119,dsprites_full,,AnnealVAE,True,9,,10.0,50000.0,40000.0,,,,dsprites_full,1.0,
120,dsprites_full,,AnnealVAE,False,0,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
121,dsprites_full,,AnnealVAE,False,1,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
122,dsprites_full,,AnnealVAE,False,2,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
123,dsprites_full,,AnnealVAE,False,3,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
124,dsprites_full,,AnnealVAE,False,4,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
125,dsprites_full,,AnnealVAE,False,5,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
126,dsprites_full,,AnnealVAE,False,6,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
127,dsprites_full,,AnnealVAE,False,7,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
128,dsprites_full,,AnnealVAE,False,8,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
129,dsprites_full,,AnnealVAE,False,9,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
130,dsprites_full,,AnnealVAE,True,0,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
131,dsprites_full,,AnnealVAE,True,1,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
132,dsprites_full,,AnnealVAE,True,2,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
133,dsprites_full,,AnnealVAE,True,3,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
134,dsprites_full,,AnnealVAE,True,4,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
135,dsprites_full,,AnnealVAE,True,5,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
136,dsprites_full,,AnnealVAE,True,6,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
137,dsprites_full,,AnnealVAE,True,7,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
138,dsprites_full,,AnnealVAE,True,8,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
139,dsprites_full,,AnnealVAE,True,9,,20.0,30000.0,20000.0,,,,dsprites_full,1.0,
140,dsprites_full,,AnnealVAE,False,0,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
141,dsprites_full,,AnnealVAE,False,1,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
142,dsprites_full,,AnnealVAE,False,2,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
143,dsprites_full,,AnnealVAE,False,3,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
144,dsprites_full,,AnnealVAE,False,4,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
145,dsprites_full,,AnnealVAE,False,5,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
146,dsprites_full,,AnnealVAE,False,6,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
147,dsprites_full,,AnnealVAE,False,7,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
148,dsprites_full,,AnnealVAE,False,8,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
149,dsprites_full,,AnnealVAE,False,9,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
150,dsprites_full,,AnnealVAE,True,0,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
151,dsprites_full,,AnnealVAE,True,1,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
152,dsprites_full,,AnnealVAE,True,2,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
153,dsprites_full,,AnnealVAE,True,3,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
154,dsprites_full,,AnnealVAE,True,4,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
155,dsprites_full,,AnnealVAE,True,5,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
156,dsprites_full,,AnnealVAE,True,6,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
157,dsprites_full,,AnnealVAE,True,7,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
158,dsprites_full,,AnnealVAE,True,8,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
159,dsprites_full,,AnnealVAE,True,9,,20.0,40000.0,30000.0,,,,dsprites_full,1.0,
160,dsprites_full,,AnnealVAE,False,0,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
161,dsprites_full,,AnnealVAE,False,1,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
162,dsprites_full,,AnnealVAE,False,2,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
163,dsprites_full,,AnnealVAE,False,3,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
164,dsprites_full,,AnnealVAE,False,4,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
165,dsprites_full,,AnnealVAE,False,5,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
166,dsprites_full,,AnnealVAE,False,6,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
167,dsprites_full,,AnnealVAE,False,7,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
168,dsprites_full,,AnnealVAE,False,8,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
169,dsprites_full,,AnnealVAE,False,9,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
170,dsprites_full,,AnnealVAE,True,0,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
171,dsprites_full,,AnnealVAE,True,1,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
172,dsprites_full,,AnnealVAE,True,2,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
173,dsprites_full,,AnnealVAE,True,3,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
174,dsprites_full,,AnnealVAE,True,4,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
175,dsprites_full,,AnnealVAE,True,5,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
176,dsprites_full,,AnnealVAE,True,6,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
177,dsprites_full,,AnnealVAE,True,7,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
178,dsprites_full,,AnnealVAE,True,8,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
179,dsprites_full,,AnnealVAE,True,9,,20.0,50000.0,40000.0,,,,dsprites_full,1.0,
180,dsprites_full,,AnnealVAE,False,0,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
181,dsprites_full,,AnnealVAE,False,1,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
182,dsprites_full,,AnnealVAE,False,2,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
183,dsprites_full,,AnnealVAE,False,3,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
184,dsprites_full,,AnnealVAE,False,4,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
185,dsprites_full,,AnnealVAE,False,5,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
186,dsprites_full,,AnnealVAE,False,6,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
187,dsprites_full,,AnnealVAE,False,7,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
188,dsprites_full,,AnnealVAE,False,8,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
189,dsprites_full,,AnnealVAE,False,9,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
190,dsprites_full,,AnnealVAE,True,0,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
191,dsprites_full,,AnnealVAE,True,1,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
192,dsprites_full,,AnnealVAE,True,2,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
193,dsprites_full,,AnnealVAE,True,3,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
194,dsprites_full,,AnnealVAE,True,4,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
195,dsprites_full,,AnnealVAE,True,5,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
196,dsprites_full,,AnnealVAE,True,6,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
197,dsprites_full,,AnnealVAE,True,7,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
198,dsprites_full,,AnnealVAE,True,8,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
199,dsprites_full,,AnnealVAE,True,9,,30.0,30000.0,20000.0,,,,dsprites_full,1.0,
200,dsprites_full,,AnnealVAE,False,0,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
201,dsprites_full,,AnnealVAE,False,1,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
202,dsprites_full,,AnnealVAE,False,2,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
203,dsprites_full,,AnnealVAE,False,3,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
204,dsprites_full,,AnnealVAE,False,4,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
205,dsprites_full,,AnnealVAE,False,5,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
206,dsprites_full,,AnnealVAE,False,6,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
207,dsprites_full,,AnnealVAE,False,7,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
208,dsprites_full,,AnnealVAE,False,8,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
209,dsprites_full,,AnnealVAE,False,9,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
210,dsprites_full,,AnnealVAE,True,0,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
211,dsprites_full,,AnnealVAE,True,1,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
212,dsprites_full,,AnnealVAE,True,2,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
213,dsprites_full,,AnnealVAE,True,3,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
214,dsprites_full,,AnnealVAE,True,4,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
215,dsprites_full,,AnnealVAE,True,5,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
216,dsprites_full,,AnnealVAE,True,6,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
217,dsprites_full,,AnnealVAE,True,7,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
218,dsprites_full,,AnnealVAE,True,8,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
219,dsprites_full,,AnnealVAE,True,9,,30.0,40000.0,30000.0,,,,dsprites_full,1.0,
220,dsprites_full,,AnnealVAE,False,0,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
221,dsprites_full,,AnnealVAE,False,1,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
222,dsprites_full,,AnnealVAE,False,2,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
223,dsprites_full,,AnnealVAE,False,3,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
224,dsprites_full,,AnnealVAE,False,4,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
225,dsprites_full,,AnnealVAE,False,5,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
226,dsprites_full,,AnnealVAE,False,6,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
227,dsprites_full,,AnnealVAE,False,7,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
228,dsprites_full,,AnnealVAE,False,8,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
229,dsprites_full,,AnnealVAE,False,9,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
230,dsprites_full,,AnnealVAE,True,0,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
231,dsprites_full,,AnnealVAE,True,1,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
232,dsprites_full,,AnnealVAE,True,2,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
233,dsprites_full,,AnnealVAE,True,3,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
234,dsprites_full,,AnnealVAE,True,4,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
235,dsprites_full,,AnnealVAE,True,5,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
236,dsprites_full,,AnnealVAE,True,6,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
237,dsprites_full,,AnnealVAE,True,7,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
238,dsprites_full,,AnnealVAE,True,8,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
239,dsprites_full,,AnnealVAE,True,9,,30.0,50000.0,40000.0,,,,dsprites_full,1.0,
240,dsprites_full,,FactorVAE,False,0,,,,,5.0,,,dsprites_full,1.0,
241,dsprites_full,,FactorVAE,False,1,,,,,5.0,,,dsprites_full,1.0,
242,dsprites_full,,FactorVAE,False,2,,,,,5.0,,,dsprites_full,1.0,
243,dsprites_full,,FactorVAE,False,3,,,,,5.0,,,dsprites_full,1.0,
244,dsprites_full,,FactorVAE,False,4,,,,,5.0,,,dsprites_full,1.0,
245,dsprites_full,,FactorVAE,False,5,,,,,5.0,,,dsprites_full,1.0,
246,dsprites_full,,FactorVAE,False,6,,,,,5.0,,,dsprites_full,1.0,
247,dsprites_full,,FactorVAE,False,7,,,,,5.0,,,dsprites_full,1.0,
248,dsprites_full,,FactorVAE,False,8,,,,,5.0,,,dsprites_full,1.0,
249,dsprites_full,,FactorVAE,False,9,,,,,5.0,,,dsprites_full,1.0,
250,dsprites_full,,FactorVAE,True,0,,,,,5.0,,,dsprites_full,1.0,
251,dsprites_full,,FactorVAE,True,1,,,,,5.0,,,dsprites_full,1.0,
252,dsprites_full,,FactorVAE,True,2,,,,,5.0,,,dsprites_full,1.0,
253,dsprites_full,,FactorVAE,True,3,,,,,5.0,,,dsprites_full,1.0,
254,dsprites_full,,FactorVAE,True,4,,,,,5.0,,,dsprites_full,1.0,
255,dsprites_full,,FactorVAE,True,5,,,,,5.0,,,dsprites_full,1.0,
256,dsprites_full,,FactorVAE,True,6,,,,,5.0,,,dsprites_full,1.0,
257,dsprites_full,,FactorVAE,True,7,,,,,5.0,,,dsprites_full,1.0,
258,dsprites_full,,FactorVAE,True,8,,,,,5.0,,,dsprites_full,1.0,
259,dsprites_full,,FactorVAE,True,9,,,,,5.0,,,dsprites_full,1.0,
260,dsprites_full,,FactorVAE,False,0,,,,,10.0,,,dsprites_full,1.0,
261,dsprites_full,,FactorVAE,False,1,,,,,10.0,,,dsprites_full,1.0,
262,dsprites_full,,FactorVAE,False,2,,,,,10.0,,,dsprites_full,1.0,
263,dsprites_full,,FactorVAE,False,3,,,,,10.0,,,dsprites_full,1.0,
264,dsprites_full,,FactorVAE,False,4,,,,,10.0,,,dsprites_full,1.0,
265,dsprites_full,,FactorVAE,False,5,,,,,10.0,,,dsprites_full,1.0,
266,dsprites_full,,FactorVAE,False,6,,,,,10.0,,,dsprites_full,1.0,
267,dsprites_full,,FactorVAE,False,7,,,,,10.0,,,dsprites_full,1.0,
268,dsprites_full,,FactorVAE,False,8,,,,,10.0,,,dsprites_full,1.0,
269,dsprites_full,,FactorVAE,False,9,,,,,10.0,,,dsprites_full,1.0,
270,dsprites_full,,FactorVAE,True,0,,,,,10.0,,,dsprites_full,1.0,
271,dsprites_full,,FactorVAE,True,1,,,,,10.0,,,dsprites_full,1.0,
272,dsprites_full,,FactorVAE,True,2,,,,,10.0,,,dsprites_full,1.0,
273,dsprites_full,,FactorVAE,True,3,,,,,10.0,,,dsprites_full,1.0,
274,dsprites_full,,FactorVAE,True,4,,,,,10.0,,,dsprites_full,1.0,
275,dsprites_full,,FactorVAE,True,5,,,,,10.0,,,dsprites_full,1.0,
276,dsprites_full,,FactorVAE,True,6,,,,,10.0,,,dsprites_full,1.0,
277,dsprites_full,,FactorVAE,True,7,,,,,10.0,,,dsprites_full,1.0,
278,dsprites_full,,FactorVAE,True,8,,,,,10.0,,,dsprites_full,1.0,
279,dsprites_full,,FactorVAE,True,9,,,,,10.0,,,dsprites_full,1.0,
